"Word","Key","Count","Keep","Filter","Defining","Bitter","Sweet","Sour","Salty","Chemical","Pungent","Oxidized","Microbiological","Floral","Spicy","Fruity","Vegetative","Nutty","Caramelized","Woody","Earthy","Effect"
"great",,"38",,1,,,,,,,,,,,,,,,,,,
"grenache",,"154",,1,,,,,,,,,,,,,,,,,,
"grigio",,"3",,1,,,,,,,,,,,,,,,,,,
"gripping",,"11",,1,,,,,,,,,,,,,,,,,,
"gritty",,"5",,1,,,,,,,,,,,,,,,,,,
"ground",,"37",,1,,,,,,,,,,,,,,,,,,
"growing",,"2",,1,,,,,,,,,,,,,,,,,,
"gunkel",,"7",,1,,,,,,,,,,,,,,,,,,
"hailing",,"2",,1,,,,,,,,,,,,,,,,,,
"hails",,"3",,1,,,,,,,,,,,,,,,,,,
"handed",,"5",,1,,,,,,,,,,,,,,,,,,
"harold",,"2",,1,,,,,,,,,,,,,,,,,,
"hasn?????????t",,"4",,1,,,,,,,,,,,,,,,,,,
"healthy",,"12",,1,,,,,,,,,,,,,,,,,,
"heaping",,"8",,1,,,,,,,,,,,,,,,,,,
"heart",,"9",,1,,,,,,,,,,,,,,,,,,
"heather",,"12",,1,,,,,,,,,,,,,,,,,,
"hedges",,"20",,1,,,,,,,,,,,,,,,,,,
"high",,"198",,1,,,,,,,,,,,,,,,,,,
"higher",,"7",,1,,,,,,,,,,,,,,,,,,
"highly",,"2",,1,,,,,,,,,,,,,,,,,,
"hint",,"17",,1,,,,,,,,,,,,,,,,,,
"hints",,"15",,1,,,,,,,,,,,,,,,,,,
"hips",,"26",,1,,,,,,,,,,,,,,,,,,
"hoed",,"9",,1,,,,,,,,,,,,,,,,,,
"hold",,"16",,1,,,,,,,,,,,,,,,,,,
"holds",,"20",,1,,,,,,,,,,,,,,,,,,
"hole",,"2",,1,,,,,,,,,,,,,,,,,,
"holy",,"3",,1,,,,,,,,,,,,,,,,,,
"hour",,"4",,1,,,,,,,,,,,,,,,,,,
"hours",,"7",,1,,,,,,,,,,,,,,,,,,
"however",,"2",,1,,,,,,,,,,,,,,,,,,
"huge",,"16",,1,,,,,,,,,,,,,,,,,,
"hugely",,"4",,1,,,,,,,,,,,,,,,,,,
"hyatt",,"3",,1,,,,,,,,,,,,,,,,,,
"improve",,"13",,1,,,,,,,,,,,,,,,,,,
"improves",,"4",,1,,,,,,,,,,,,,,,,,,
"inaugural",,"2",,1,,,,,,,,,,,,,,,,,,
"infancy",,"2",,1,,,,,,,,,,,,,,,,,,
"influence",,"21",,1,,,,,,,,,,,,,,,,,,
"inner",,"11",,1,,,,,,,,,,,,,,,,,,
"intense",,"85",,1,,,,,,,,,,,,,,,,,,
"intensely",,"30",,1,,,,,,,,,,,,,,,,,,
"interweave",,"2",,1,,,,,,,,,,,,,,,,,,
"into",,"44",,1,,,,,,,,,,,,,,,,,,
"intricate",,"6",,1,,,,,,,,,,,,,,,,,,
"intriguing",,"63",,1,,,,,,,,,,,,,,,,,,
"introduces",,"2",,1,,,,,,,,,,,,,,,,,,
"january",,"2",,1,,,,,,,,,,,,,,,,,,
"juice",,"19",,1,,,,,,,,,,,,,,,,,,
"jumble",,"8",,1,,,,,,,,,,,,,,,,,,
"kalamata",,"2",,1,,,,,,,,,,,,,,,,,,
"katherine",,"4",,1,,,,,,,,,,,,,,,,,,
"kestrel",,"11",,1,,,,,,,,,,,,,,,,,,
"kick",,"10",,1,,,,,,,,,,,,,,,,,,
"kilian",,"3",,1,,,,,,,,,,,,,,,,,,
"killian",,"3",,1,,,,,,,,,,,,,,,,,,
"kind",,"2",,1,,,,,,,,,,,,,,,,,,
"kiss",,"4",,1,,,,,,,,,,,,,,,,,,
"kisses",,"8",,1,,,,,,,,,,,,,,,,,,
"klipsun",,"92",,1,,,,,,,,,,,,,,,,,,
"knockout",,"2",,1,,,,,,,,,,,,,,,,,,
"labeled",,"7",,1,,,,,,,,,,,,,,,,,,
"lack",,"2",,1,,,,,,,,,,,,,,,,,,
"lady",,"2",,1,,,,,,,,,,,,,,,,,,
"lake",,"3",,1,,,,,,,,,,,,,,,,,,
"land",,"2",,1,,,,,,,,,,,,,,,,,,
"lane",,"6",,1,,,,,,,,,,,,,,,,,,
"large",,"3",,1,,,,,,,,,,,,,,,,,,
"largely",,"7",,1,,,,,,,,,,,,,,,,,,
"laser",,"2",,1,,,,,,,,,,,,,,,,,,
"last",,"17",,1,,,,,,,,,,,,,,,,,,
"late",,"5",,1,,,,,,,,,,,,,,,,,,
"latour",,"2",,1,,,,,,,,,,,,,,,,,,
"lawrence",,"6",,1,,,,,,,,,,,,,,,,,,
"lay",,"12",,1,,,,,,,,,,,,,,,,,,
"leading",,"27",,1,,,,,,,,,,,,,,,,,,
"leaner",,"5",,1,,,,,,,,,,,,,,,,,,
"leans",,"3",,1,,,,,,,,,,,,,,,,,,
"leaps",,"39",,1,,,,,,,,,,,,,,,,,,
"least",,"10",,1,,,,,,,,,,,,,,,,,,
"leaves",,"23",,1,,,,,,,,,,,,,,,,,,
"leaving",,"2",,1,,,,,,,,,,,,,,,,,,
"lee",,"68",,1,,,,,,,,,,,,,,,,,,
"legs",,"3",,1,,,,,,,,,,,,,,,,,,
"lemberger",,"4",,1,,,,,,,,,,,,,,,,,,
"leone",,"4",,1,,,,,,,,,,,,,,,,,,
"leonetti",,"5",,1,,,,,,,,,,,,,,,,,,
"les",,"89",,1,,,,,,,,,,,,,,,,,,
"let",,"5",,1,,,,,,,,,,,,,,,,,,
"letting",,"4",,1,,,,,,,,,,,,,,,,,,
"lie",,"14",,1,,,,,,,,,,,,,,,,,,
"lifting",,"3",,1,,,,,,,,,,,,,,,,,,
"lightness",,"6",,1,,,,,,,,,,,,,,,,,,
"limited",,"5",,1,,,,,,,,,,,,,,,,,,
"lineup",,"3",,1,,,,,,,,,,,,,,,,,,
"linger",,"36",,1,,,,,,,,,,,,,,,,,,
"lip",,"9",,1,,,,,,,,,,,,,,,,,,
"liquid",,"4",,1,,,,,,,,,,,,,,,,,,
"list",,"7",,1,,,,,,,,,,,,,,,,,,
"liter",,"3",,1,,,,,,,,,,,,,,,,,,
"literally",,"2",,1,,,,,,,,,,,,,,,,,,
"lithe",,"25",,1,,,,,,,,,,,,,,,,,,
"littermates",,"2",,1,,,,,,,,,,,,,,,,,,
"live",,"2",,1,,,,,,,,,,,,,,,,,,
"locked",,"51",,1,,,,,,,,,,,,,,,,,,
"lodmell",,"8",,1,,,,,,,,,,,,,,,,,,
"loess",,"13",,1,,,,,,,,,,,,,,,,,,
"loses",,"10",,1,,,,,,,,,,,,,,,,,,
"losing",,"3",,1,,,,,,,,,,,,,,,,,,
"lovely",,"3",,1,,,,,,,,,,,,,,,,,,
"lovers",,"2",,1,,,,,,,,,,,,,,,,,,
"low",,"7",,1,,,,,,,,,,,,,,,,,,
"lying",,"2",,1,,,,,,,,,,,,,,,,,,
"majeure",,"2",,1,,,,,,,,,,,,,,,,,,
"makes",,"7",,1,,,,,,,,,,,,,,,,,,
"man",,"2",,1,,,,,,,,,,,,,,,,,,
"many",,"21",,1,,,,,,,,,,,,,,,,,,
"mark",,"46",,1,,,,,,,,,,,,,,,,,,
"marked",,"126",,1,,,,,,,,,,,,,,,,,,
"markedly",,"2",,1,,,,,,,,,,,,,,,,,,
"match",,"2",,1,,,,,,,,,,,,,,,,,,
"may",,"14",,1,,,,,,,,,,,,,,,,,,
"mcclellan",,"9",,1,,,,,,,,,,,,,,,,,,
"medley",,"17",,1,,,,,,,,,,,,,,,,,,
"methven",,"2",,1,,,,,,,,,,,,,,,,,,
"mid",,"50",,1,,,,,,,,,,,,,,,,,,
"might",,"13",,1,,,,,,,,,,,,,,,,,,
"milbrandt",,"14",,1,,,,,,,,,,,,,,,,,,
"mill",,"18",,1,,,,,,,,,,,,,,,,,,
"miller",,"3",,1,,,,,,,,,,,,,,,,,,
"millie",,"6",,1,,,,,,,,,,,,,,,,,,
"minimal",,"7",,1,,,,,,,,,,,,,,,,,,
"minnick",,"29",,1,,,,,,,,,,,,,,,,,,
"minute",,"3",,1,,,,,,,,,,,,,,,,,,
"minutes",,"2",,1,,,,,,,,,,,,,,,,,,
"mirage",,"6",,1,,,,,,,,,,,,,,,,,,
"missing",,"5",,1,,,,,,,,,,,,,,,,,,
"mission",,"3",,1,,,,,,,,,,,,,,,,,,
"mix",,"27",,1,,,,,,,,,,,,,,,,,,
"mixed",,"9",,1,,,,,,,,,,,,,,,,,,
"mixes",,"8",,1,,,,,,,,,,,,,,,,,,
"moderate",,"5",,1,,,,,,,,,,,,,,,,,,
"modest",,"2",,1,,,,,,,,,,,,,,,,,,
"moment",,"18",,1,,,,,,,,,,,,,,,,,,
"months",,"672",,1,,,,,,,,,,,,,,,,,,
"morio",,"3",,1,,,,,,,,,,,,,,,,,,
"mountain",,"111",,1,,,,,,,,,,,,,,,,,,
"mourv??????dre",,"21",,1,,,,,,,,,,,,,,,,,,
"mourvedre",,"90",,1,,,,,,,,,,,,,,,,,,
"mouth",,"23",,1,,,,,,,,,,,,,,,,,,
"mouthfeel",,"74",,1,,,,,,,,,,,,,,,,,,
"mouthful",,"11",,1,,,,,,,,,,,,,,,,,,
"multiple",,"12",,1,,,,,,,,,,,,,,,,,,
"muscat",,"18",,1,,,,,,,,,,,,,,,,,,
"muscular",,"3",,1,,,,,,,,,,,,,,,,,,
"muted",,"8",,1,,,,,,,,,,,,,,,,,,
"named",,"8",,1,,,,,,,,,,,,,,,,,,
"near",,"2",,1,,,,,,,,,,,,,,,,,,
"need",,"4",,1,,,,,,,,,,,,,,,,,,
"neutral",,"133",,1,,,,,,,,,,,,,,,,,,
"next",,"3",,1,,,,,,,,,,,,,,,,,,
"non",,"2",,1,,,,,,,,,,,,,,,,,,
"nose",,"676",,1,,,,,,,,,,,,,,,,,,
"not",,"75",,1,,,,,,,,,,,,,,,,,,
"note",,"80",,1,,,,,,,,,,,,,,,,,,
"now",,"39",,1,,,,,,,,,,,,,,,,,,
"nuanced",,"5",,1,,,,,,,,,,,,,,,,,,
"number",,"2",,1,,,,,,,,,,,,,,,,,,
"oak",,"1347",,1,,,,,,,,,,,,,,,,,,
"obelisco",,"4",,1,,,,,,,,,,,,,,,,,,
"occasional",,"5",,1,,,,,,,,,,,,,,,,,,
"occasionally",,"33",,1,,,,,,,,,,,,,,,,,,
"off",,"193",,1,,,,,,,,,,,,,,,,,,
"offerings",,"12",,1,,,,,,,,,,,,,,,,,,
"offset",,"3",,1,,,,,,,,,,,,,,,,,,
"older",,"4",,1,,,,,,,,,,,,,,,,,,
"once",,"25",,1,,,,,,,,,,,,,,,,,,
"one",,"91",,1,,,,,,,,,,,,,,,,,,
"only",,"32",,1,,,,,,,,,,,,,,,,,,
"opened",,"9",,1,,,,,,,,,,,,,,,,,,
"opulent",,"42",,1,,,,,,,,,,,,,,,,,,
"oregon",,"2",,1,,,,,,,,,,,,,,,,,,
"original",,"3",,1,,,,,,,,,,,,,,,,,,
"other",,"62",,1,,,,,,,,,,,,,,,,,,
"otherwise",,"24",,1,,,,,,,,,,,,,,,,,,
"out",,"190",,1,,,,,,,,,,,,,,,,,,
"outlook",,"3",,1,,,,,,,,,,,,,,,,,,
"over",,"53",,1,,,,,,,,,,,,,,,,,,
"overall",,"44",,1,,,,,,,,,,,,,,,,,,
"overbearing",,"2",,1,,,,,,,,,,,,,,,,,,
"overpowering",,"2",,1,,,,,,,,,,,,,,,,,,
"overwhelm",,"2",,1,,,,,,,,,,,,,,,,,,
"overwhelming",,"6",,1,,,,,,,,,,,,,,,,,,
"own",,"15",,1,,,,,,,,,,,,,,,,,,
"packed",,"24",,1,,,,,,,,,,,,,,,,,,
"packs",,"15",,1,,,,,,,,,,,,,,,,,,
"paints",,"3",,1,,,,,,,,,,,,,,,,,,
"palengat",,"2",,1,,,,,,,,,,,,,,,,,,
"panda",,"3",,1,,,,,,,,,,,,,,,,,,
"particular",,"3",,1,,,,,,,,,,,,,,,,,,
"passion",,"2",,1,,,,,,,,,,,,,,,,,,
"peak",,"6",,1,,,,,,,,,,,,,,,,,,
"penetrating",,"18",,1,,,,,,,,,,,,,,,,,,
"percentage",,"5",,1,,,,,,,,,,,,,,,,,,
"perfect",,"20",,1,,,,,,,,,,,,,,,,,,
"perhaps",,"15",,1,,,,,,,,,,,,,,,,,,
"persistent",,"30",,1,,,,,,,,,,,,,,,,,,
"petal",,"2",,1,,,,,,,,,,,,,,,,,,
"petals",,"4",,1,,,,,,,,,,,,,,,,,,
"petit",,"292",,1,,,,,,,,,,,,,,,,,,
"phil",,"8",,1,,,,,,,,,,,,,,,,,,
"phinney",,"6",,1,,,,,,,,,,,,,,,,,,
"phinny",,"13",,1,,,,,,,,,,,,,,,,,,
"piano",,"21",,1,,,,,,,,,,,,,,,,,,
"picpoul",,"2",,1,,,,,,,,,,,,,,,,,,
"pillowy",,"2",,1,,,,,,,,,,,,,,,,,,
"piquant",,"2",,1,,,,,,,,,,,,,,,,,,
"planting",,"5",,1,,,,,,,,,,,,,,,,,,
"plantings",,"3",,1,,,,,,,,,,,,,,,,,,
"pleasant",,"13",,1,,,,,,,,,,,,,,,,,,
"pleasantly",,"3",,1,,,,,,,,,,,,,,,,,,
"please",,"2",,1,,,,,,,,,,,,,,,,,,
"pledge",,"2",,1,,,,,,,,,,,,,,,,,,
"pommard",,"6",,1,,,,,,,,,,,,,,,,,,
"pops",,"15",,1,,,,,,,,,,,,,,,,,,
"portion",,"3",,1,,,,,,,,,,,,,,,,,,
"portteus",,"18",,1,,,,,,,,,,,,,,,,,,
"potting",,"5",,1,,,,,,,,,,,,,,,,,,
"pour",,"4",,1,,,,,,,,,,,,,,,,,,
"pours",,"2",,1,,,,,,,,,,,,,,,,,,
"powder",,"19",,1,,,,,,,,,,,,,,,,,,
"power",,"29",,1,,,,,,,,,,,,,,,,,,
"powerhouse",,"8",,1,,,,,,,,,,,,,,,,,,
"predominant",,"4",,1,,,,,,,,,,,,,,,,,,
"predominate",,"3",,1,,,,,,,,,,,,,,,,,,
"pressed",,"8",,1,,,,,,,,,,,,,,,,,,
"price",,"74",,1,,,,,,,,,,,,,,,,,,
"priced",,"13",,1,,,,,,,,,,,,,,,,,,
"primitivo",,"12",,1,,,,,,,,,,,,,,,,,,
"prior",,"5",,1,,,,,,,,,,,,,,,,,,
"produced",,"1536",,1,,,,,,,,,,,,,,,,,,
"profile",,"85",,1,,,,,,,,,,,,,,,,,,
"program",,"2",,1,,,,,,,,,,,,,,,,,,
"pronounced",,"3",,1,,,,,,,,,,,,,,,,,,
"provence",,"4",,1,,,,,,,,,,,,,,,,,,
"provide",,"2",,1,,,,,,,,,,,,,,,,,,
"pulling",,"4",,1,,,,,,,,,,,,,,,,,,
"puncheons",,"5",,1,,,,,,,,,,,,,,,,,,
"punches",,"2",,1,,,,,,,,,,,,,,,,,,
"purest",,"3",,1,,,,,,,,,,,,,,,,,,
"pushing",,"4",,1,,,,,,,,,,,,,,,,,,
"qualities",,"2",,1,,,,,,,,,,,,,,,,,,
"quickly",,"3",,1,,,,,,,,,,,,,,,,,,
"ramps",,"13",,1,,,,,,,,,,,,,,,,,,
"ranch",,"51",,1,,,,,,,,,,,,,,,,,,
"ranches",,"3",,1,,,,,,,,,,,,,,,,,,
"range",,"3",,1,,,,,,,,,,,,,,,,,,
"ranging",,"2",,1,,,,,,,,,,,,,,,,,,
"rare",,"6",,1,,,,,,,,,,,,,,,,,,
"rating",,"2",,1,,,,,,,,,,,,,,,,,,
"ratio",,"4",,1,,,,,,,,,,,,,,,,,,
"really",,"5",,1,,,,,,,,,,,,,,,,,,
"reason",,"2",,1,,,,,,,,,,,,,,,,,,
"recede",,"2",,1,,,,,,,,,,,,,,,,,,
"recent",,"13",,1,,,,,,,,,,,,,,,,,,
"recommended",,"120",,1,,,,,,,,,,,,,,,,,,
"redolent",,"17",,1,,,,,,,,,,,,,,,,,,
"reductive",,"6",,1,,,,,,,,,,,,,,,,,,
"refinement",,"8",,1,,,,,,,,,,,,,,,,,,
"refreshing",,"13",,1,,,,,,,,,,,,,,,,,,
"regular",,"3",,1,,,,,,,,,,,,,,,,,,
"released",,"38",,1,,,,,,,,,,,,,,,,,,
"releases",,"8",,1,,,,,,,,,,,,,,,,,,
"remaining",,"13",,1,,,,,,,,,,,,,,,,,,
"remains",,"6",,1,,,,,,,,,,,,,,,,,,
"remarkable",,"3",,1,,,,,,,,,,,,,,,,,,
"remarkably",,"3",,1,,,,,,,,,,,,,,,,,,
"reminiscent",,"11",,1,,,,,,,,,,,,,,,,,,
"replaced",,"2",,1,,,,,,,,,,,,,,,,,,
"representation",,"2",,1,,,,,,,,,,,,,,,,,,
"respects",,"2",,1,,,,,,,,,,,,,,,,,,
"retaining",,"11",,1,,,,,,,,,,,,,,,,,,
"reveals",,"12",,1,,,,,,,,,,,,,,,,,,
"review",,"4",,1,,,,,,,,,,,,,,,,,,
"rhone",,"10",,1,,,,,,,,,,,,,,,,,,
"riesling",,"73",,1,,,,,,,,,,,,,,,,,,
"rise",,"12",,1,,,,,,,,,,,,,,,,,,
"rises",,"3",,1,,,,,,,,,,,,,,,,,,
"rising",,"2",,1,,,,,,,,,,,,,,,,,,
"ros??????",,"46",,1,,,,,,,,,,,,,,,,,,
"rounds",,"2",,1,,,,,,,,,,,,,,,,,,
"ryan",,"6",,1,,,,,,,,,,,,,,,,,,
"s??????millon",,"34",,1,,,,,,,,,,,,,,,,,,
"sails",,"14",,1,,,,,,,,,,,,,,,,,,
"sale",,"9",,1,,,,,,,,,,,,,,,,,,
"same",,"3",,1,,,,,,,,,,,,,,,,,,
"sampled",,"108",,1,,,,,,,,,,,,,,,,,,
"satisfied",,"4",,1,,,,,,,,,,,,,,,,,,
"sauvignons",,"2",,1,,,,,,,,,,,,,,,,,,
"savage",,"2",,1,,,,,,,,,,,,,,,,,,
"says",,"2",,1,,,,,,,,,,,,,,,,,,
"scale",,"13",,1,,,,,,,,,,,,,,,,,,
"scents",,"2",,1,,,,,,,,,,,,,,,,,,
"seamlessly",,"14",,1,,,,,,,,,,,,,,,,,,
"season",,"2",,1,,,,,,,,,,,,,,,,,,
"seductive",,"13",,1,,,,,,,,,,,,,,,,,,
"seed",,"10",,1,,,,,,,,,,,,,,,,,,
"seem",,"11",,1,,,,,,,,,,,,,,,,,,
"seemingly",,"18",,1,,,,,,,,,,,,,,,,,,
"seen",,"27",,1,,,,,,,,,,,,,,,,,,
"seldom",,"12",,1,,,,,,,,,,,,,,,,,,
"selection",,"2",,1,,,,,,,,,,,,,,,,,,
"semillon",,"24",,1,,,,,,,,,,,,,,,,,,
"settle",,"6",,1,,,,,,,,,,,,,,,,,,
"several",,"6",,1,,,,,,,,,,,,,,,,,,
"shaped",,"2",,1,,,,,,,,,,,,,,,,,,
"sharpness",,"5",,1,,,,,,,,,,,,,,,,,,
"shine",,"3",,1,,,,,,,,,,,,,,,,,,
"shockingly",,"3",,1,,,,,,,,,,,,,,,,,,
"shows",,"195",,1,,,,,,,,,,,,,,,,,,
"significantly",,"2",,1,,,,,,,,,,,,,,,,,,
"silky",,"158",,1,,,,,,,,,,,,,,,,,,
"simple",,"4",,1,,,,,,,,,,,,,,,,,,
"simply",,"7",,1,,,,,,,,,,,,,,,,,,
"sipper",,"2",,1,,,,,,,,,,,,,,,,,,
"sitting",,"2",,1,,,,,,,,,,,,,,,,,,
"sleek",,"2",,1,,,,,,,,,,,,,,,,,,
"slight",,"39",,1,,,,,,,,,,,,,,,,,,
"slow",,"2",,1,,,,,,,,,,,,,,,,,,
"slowly",,"6",,1,,,,,,,,,,,,,,,,,,
"smacking",,"8",,1,,,,,,,,,,,,,,,,,,
"smasne",,"2",,1,,,,,,,,,,,,,,,,,,
"smell",,"10",,1,,,,,,,,,,,,,,,,,,
"sniff",,"4",,1,,,,,,,,,,,,,,,,,,
"snipes",,"7",,1,,,,,,,,,,,,,,,,,,
"solid",,"10",,1,,,,,,,,,,,,,,,,,,
"sometimes",,"2",,1,,,,,,,,,,,,,,,,,,
"sparkler",,"7",,1,,,,,,,,,,,,,,,,,,
"sparkling",,"5",,1,,,,,,,,,,,,,,,,,,
"speckled",,"10",,1,,,,,,,,,,,,,,,,,,
"spine",,"4",,1,,,,,,,,,,,,,,,,,,
"spofford",,"11",,1,,,,,,,,,,,,,,,,,,
"spread",,"3",,1,,,,,,,,,,,,,,,,,,
"spring",,"30",,1,,,,,,,,,,,,,,,,,,
"spritz",,"4",,1,,,,,,,,,,,,,,,,,,
"squeeze",,"6",,1,,,,,,,,,,,,,,,,,,
"stage",,"2",,1,,,,,,,,,,,,,,,,,,
"stainless",,"145",,1,,,,,,,,,,,,,,,,,,
"stains",,"9",,1,,,,,,,,,,,,,,,,,,
"stand",,"8",,1,,,,,,,,,,,,,,,,,,
"standout",,"3",,1,,,,,,,,,,,,,,,,,,
"stargazer",,"7",,1,,,,,,,,,,,,,,,,,,
"start",,"9",,1,,,,,,,,,,,,,,,,,,
"starting",,"4",,1,,,,,,,,,,,,,,,,,,
"starts",,"13",,1,,,,,,,,,,,,,,,,,,
"state",,"19",,1,,,,,,,,,,,,,,,,,,
"statement",,"3",,1,,,,,,,,,,,,,,,,,,
"stiff",,"2",,1,,,,,,,,,,,,,,,,,,
"still",,"82",,1,,,,,,,,,,,,,,,,,,
"stitched",,"13",,1,,,,,,,,,,,,,,,,,,
"stitches",,"2",,1,,,,,,,,,,,,,,,,,,
"straight",,"11",,1,,,,,,,,,,,,,,,,,,
"straightforward",,"9",,1,,,,,,,,,,,,,,,,,,
"strange",,"5",,1,,,,,,,,,,,,,,,,,,
"strong",,"15",,1,,,,,,,,,,,,,,,,,,
"stuffing",,"4",,1,,,,,,,,,,,,,,,,,,
"stunner",,"2",,1,,,,,,,,,,,,,,,,,,
"stunningly",,"2",,1,,,,,,,,,,,,,,,,,,
"style",,"76",,1,,,,,,,,,,,,,,,,,,
"styled",,"13",,1,,,,,,,,,,,,,,,,,,
"subsequent",,"2",,1,,,,,,,,,,,,,,,,,,
"subtle",,"11",,1,,,,,,,,,,,,,,,,,,
"subtlety",,"5",,1,,,,,,,,,,,,,,,,,,
"sultry",,"4",,1,,,,,,,,,,,,,,,,,,
"summer",,"6",,1,,,,,,,,,,,,,,,,,,
"superb",,"9",,1,,,,,,,,,,,,,,,,,,
"supremely",,"2",,1,,,,,,,,,,,,,,,,,,
"surprising",,"9",,1,,,,,,,,,,,,,,,,,,
"surrounded",,"4",,1,,,,,,,,,,,,,,,,,,
"swallow",,"9",,1,,,,,,,,,,,,,,,,,,
"swallows",,"2",,1,,,,,,,,,,,,,,,,,,
"swirled",,"5",,1,,,,,,,,,,,,,,,,,,
"swirling",,"2",,1,,,,,,,,,,,,,,,,,,
"syrahs",,"2",,1,,,,,,,,,,,,,,,,,,
"table",,"7",,1,,,,,,,,,,,,,,,,,,
"tacky",,"7",,1,,,,,,,,,,,,,,,,,,
"tail",,"3",,1,,,,,,,,,,,,,,,,,,
"take",,"10",,1,,,,,,,,,,,,,,,,,,
"takes",,"10",,1,,,,,,,,,,,,,,,,,,
"tank",,"4",,1,,,,,,,,,,,,,,,,,,
"tannins",,"653",,1,,,,,,,,,,,,,,,,,,
"tapering",,"3",,1,,,,,,,,,,,,,,,,,,
"taptiel",,"7",,1,,,,,,,,,,,,,,,,,,
"taste",,"228",,1,,,,,,,,,,,,,,,,,,
"taut",,"2",,1,,,,,,,,,,,,,,,,,,
"temperature",,"4",,1,,,,,,,,,,,,,,,,,,
"temperatures",,"2",,1,,,,,,,,,,,,,,,,,,
"ten",,"3",,1,,,,,,,,,,,,,,,,,,
"the",,"3633",,1,,,,,,,,,,,,,,,,,,
"thick",,"54",,1,,,,,,,,,,,,,,,,,,
"thing",,"3",,1,,,,,,,,,,,,,,,,,,
"things",,"9",,1,,,,,,,,,,,,,,,,,,
"think",,"2",,1,,,,,,,,,,,,,,,,,,
"thins",,"9",,1,,,,,,,,,,,,,,,,,,
"third",,"8",,1,,,,,,,,,,,,,,,,,,
"thoroughly",,"18",,1,,,,,,,,,,,,,,,,,,
"three",,"37",,1,,,,,,,,,,,,,,,,,,
"throttle",,"7",,1,,,,,,,,,,,,,,,,,,
"throughout",,"7",,1,,,,,,,,,,,,,,,,,,
"throwing",,"8",,1,,,,,,,,,,,,,,,,,,
"tim",,"3",,1,,,,,,,,,,,,,,,,,,
"time",,"110",,1,,,,,,,,,,,,,,,,,,
"tinges",,"3",,1,,,,,,,,,,,,,,,,,,
"tingle",,"3",,1,,,,,,,,,,,,,,,,,,
"tingly",,"3",,1,,,,,,,,,,,,,,,,,,
"together",,"89",,1,,,,,,,,,,,,,,,,,,
"too",,"18",,1,,,,,,,,,,,,,,,,,,
"top",,"30",,1,,,,,,,,,,,,,,,,,,
"total",,"3",,1,,,,,,,,,,,,,,,,,,
"towards",,"3",,1,,,,,,,,,,,,,,,,,,
"trails",,"4",,1,,,,,,,,,,,,,,,,,,
"true",,"6",,1,,,,,,,,,,,,,,,,,,
"two",,"89",,1,,,,,,,,,,,,,,,,,,
"typically",,"2",,1,,,,,,,,,,,,,,,,,,
"unapologetically",,"2",,1,,,,,,,,,,,,,,,,,,
"underlayer",,"11",,1,,,,,,,,,,,,,,,,,,
"underside",,"2",,1,,,,,,,,,,,,,,,,,,
"unfiltered",,"5",,1,,,,,,,,,,,,,,,,,,
"unfurls",,"3",,1,,,,,,,,,,,,,,,,,,
"unlike",,"2",,1,,,,,,,,,,,,,,,,,,
"unpleasant",,"2",,1,,,,,,,,,,,,,,,,,,
"unremarkable",,"4",,1,,,,,,,,,,,,,,,,,,
"until",,"2",,1,,,,,,,,,,,,,,,,,,
"unusual",,"13",,1,,,,,,,,,,,,,,,,,,
"upland",,"26",,1,,,,,,,,,,,,,,,,,,
"uplift",,"5",,1,,,,,,,,,,,,,,,,,,
"uptick",,"5",,1,,,,,,,,,,,,,,,,,,
"use",,"5",,1,,,,,,,,,,,,,,,,,,
"valley",,"81",,1,,,,,,,,,,,,,,,,,,
"varietal",,"45",,1,,,,,,,,,,,,,,,,,,
"varieties",,"6",,1,,,,,,,,,,,,,,,,,,
"verdot",,"295",,1,,,,,,,,,,,,,,,,,,
"verging",,"2",,1,,,,,,,,,,,,,,,,,,
"version",,"2",,1,,,,,,,,,,,,,,,,,,
"very",,"400",,1,,,,,,,,,,,,,,,,,,
"vigorous",,"2",,1,,,,,,,,,,,,,,,,,,
"villa",,"3",,1,,,,,,,,,,,,,,,,,,
"vines",,"23",,1,,,,,,,,,,,,,,,,,,
"vineyards",,"583",,1,,,,,,,,,,,,,,,,,,
"vintage",,"34",,1,,,,,,,,,,,,,,,,,,
"vintages",,"23",,1,,,,,,,,,,,,,,,,,,
"vintners",,"5",,1,,,,,,,,,,,,,,,,,,
"virtual",,"2",,1,,,,,,,,,,,,,,,,,,
"volatile",,"2",,1,,,,,,,,,,,,,,,,,,
"volume",,"3",,1,,,,,,,,,,,,,,,,,,
"wahluke",,"34",,1,,,,,,,,,,,,,,,,,,
"walla",,"66",,1,,,,,,,,,,,,,,,,,,
"was",,"14",,1,,,,,,,,,,,,,,,,,,
"water",,"5",,1,,,,,,,,,,,,,,,,,,
"waters",,"2",,1,,,,,,,,,,,,,,,,,,
"waves",,"8",,1,,,,,,,,,,,,,,,,,,
"way",,"39",,1,,,,,,,,,,,,,,,,,,
"weaves",,"2",,1,,,,,,,,,,,,,,,,,,
"weight",,"28",,1,,,,,,,,,,,,,,,,,,
"well",,"164",,1,,,,,,,,,,,,,,,,,,
"were",,"3",,1,,,,,,,,,,,,,,,,,,
"wet",,"10",,1,,,,,,,,,,,,,,,,,,
"what",,"13",,1,,,,,,,,,,,,,,,,,,
"wheel",,"2",,1,,,,,,,,,,,,,,,,,,
"when",,"20",,1,,,,,,,,,,,,,,,,,,
